,loc
987,"48.852046,2.346181"
988,"48.8629356,2.3153094"
989,"48.865707,2.330259"
990,"48.867767,2.332282"
991,"48.839607,2.307118"
992,"48.826921,2.293116"
993,"48.850911,2.400822"
994,"48.858345,2.414636"
995,"48.857339,2.403815"
996,"48.880368,2.361951"
997,"48.869458,2.37837"
998,"48.889561,2.370591"
999,"48.912008,2.374141"
1000,"48.85659,2.320974"
1001,"48.885284,2.344378"
1002,"48.891346,2.362275"
1003,"48.898875,2.378241"
1004,"48.834422,2.38962"
1005,"48.83463,2.389722"
1006,"48.834453,2.389608"
1007,"48.85579,2.277592"
1008,"0.0,0.0"
1009,"48.854266,2.421305"
1010,"48.86953627,2.342295329"
1011,"48.833503,2.356491"
1012,"48.888296,2.293654"
1013,"48.819185,2.329253"
1014,"48.822828,2.364522"
1015,"48.856232,2.273279"
1016,"48.834154,2.389832"
1017,"48.821639,2.321849"
1018,"48.825135,2.304038"
1019,"48.898736,2.223351"
1020,"48.869422,2.400592"
1021,"48.898395,2.223466"
1022,"48.834537,2.389688"
1023,"48.846521,2.402641"
1024,"48.293212891,14.293364241"
1025,"48.876939,2.411695"
1026,"48.873401,2.39121"
1027,"48.879166,2.286819"
1028,"48.831856,2.278029"
1029,"48.8606456,2.3671795"
1030,"48.8343717,2.3895321"
1031,"48.866174,2.369364"
1032,"48.834468,2.389731"
1033,"48.911426,2.518158"
1034,"48.853788,2.338458"
1035,"48.875873,2.401006"
1036,"48.834381,2.389786"
1037,"48.857863,2.344319"
1038,"48.859168,2.353602"
1039,"48.826826,2.331894"
1040,"48.834746,2.389629"
1041,"48.892501,2.30408"
1042,"48.834355,2.389957"
1043,"48.850574,2.294347"
1044,"46.814304,21.655026"
1045,"48.865151,2.407344"
1046,"48.948076,2.355628"
1047,"48.899461,2.379836"
1048,"48.892178,2.361548"
1049,"48.859955,2.291417"
1050,"48.834513,2.389569"
1051,"48.832248,2.397234"
1052,"49.048843,2.413055"
1053,"48.85437,2.40305"
1054,"48.898541,2.22345"
1055,"48.882209,2.396043"
1056,"48.898881,2.22409"
1057,"48.875344,2.381509"
1058,"48.834644,2.283894"
1059,"48.8343617,2.3895258"
1060,"48.825192,2.302796"
1061,"48.83442,2.38965"
1062,"48.85444,2.350304"
1063,"48.860303,2.295862"
1064,"48.830007,2.303507"
1065,"48.834538,2.389934"
1066,"48.8712488,2.2834865"
1067,"48.823195,2.305135"
1068,"48.820084,2.361571"
1069,"48.818795,2.329258"
1070,"48.837626,2.397299"
1071,"48.8343634,2.3897091"
1072,"48.816379,2.331509"
1073,"48.896678,2.326916"
1074,"48.893711,2.23871"
1075,"48.856541,2.296831"
1076,"48.911444,2.365817"
1077,"48.814233,2.379283"
1078,"48.861985,2.301133"
1079,"48.830417,2.316739"
1080,"48.864011,2.29055"
1081,"48.862679,2.359272"
1082,"48.843238393,2.326564091"
1083,"48.865037,2.290384"
1084,"48.832299,2.398717"
1085,"48.874256,2.340275"
1086,"48.873413498,2.347949299"
1087,"48.878834,2.385346"
1088,"48.841355,2.34987"
1089,"48.85873,2.29309"
1090,"48.857163,2.283213"
1091,"48.843284,2.346527"
1092,"48.880211,2.299921"
1093,"48.834632,2.31041"
1094,"48.867744,2.342633"
1095,"48.845251127,2.297859962"
1096,"48.850601,2.361131"
1097,"48.87386,2.395013"
1098,"48.846384,2.282995"
1099,"48.865627,2.299861"
1100,"48.848463,2.331612"
1101,"48.848509,2.285434"
1102,"48.884019,2.344506"
1103,"48.850326642,2.377347001"
1104,"48.869487,2.400627"
1105,"48.838696,2.299358"
1106,"48.835304,2.397751"
1107,"48.883069,2.319453"
1108,"48.862945,2.400272"
1109,"48.88729,2.336915"
1110,"48.831533,2.277192"
1111,"48.853974,2.307526"
1112,"48.899145,2.370427"
1113,"48.842466,2.400987"
1114,"48.853879,2.319203"
1115,"48.859067,2.323772"
1116,"48.873815,2.350609"
1117,"48.856095,2.292883"
1118,"48.88749,2.304202"
1119,"48.858316,2.298073"
1120,"48.871002,2.338441"
1121,"48.844181,2.402282"
1122,"48.899841,2.3723"
1123,"48.826626998,2.381976441"
1124,"48.89916,2.340644"
1125,"48.851238,2.259479"
1126,"48.886181,2.344109"
1127,"48.856324,2.292585"
1128,"48.870885,2.376788"
1129,"48.834494,2.389729"
1130,"48.831173,2.323866"
1131,"48.862633,2.317876"
1132,
1133,"48.842377,2.287107"
1134,"48.864132623,2.290531595"
1135,"48.895495,2.35956"
1136,"48.89432,2.353305"
1137,"48.855711,2.333634"
1138,"48.838729,2.299391"
1139,"48.946942,2.357616"
1140,"48.834727,2.390042"
1141,"48.840191,2.402324"
1142,"48.834419,2.389709"
1143,"48.834519,2.389694"
1144,"48.874489,2.393088"
1145,"48.85701,2.347419"
1146,"48.853811,2.265408"
1147,"48.83441,2.389777"
1148,"48.888234,2.298994"
1149,"48.834479,2.389743"
1150,"48.912305,2.344027"
1151,"48.826309,2.36703"
1152,"48.891672596,2.303747436"
1153,"48.83461,2.38938"
1154,"48.834463,2.389647"
1155,"48.979165,2.087328"
1156,"48.854827,2.363222"
1157,"48.834584,2.377106"
1158,"48.856783349,2.324463917"
1159,"48.849405,2.294698"
1160,"48.824001,2.316412"
1161,"48.825889,2.36449"
1162,"48.834567,2.389751"
1163,"48.841449,2.264004"
1164,"48.894754,2.318578"
1165,"48.878713,2.397795"
1166,"48.850866,2.400893"
1167,"48.8344469,2.3896493"
1168,"48.85802,2.327425"
1169,"48.853568,2.409553"
1170,"48.886703,2.346761"
1171,"48.856266,2.349585"
1172,"48.834303,2.389538"
1173,"48.830277,2.370198"
1174,"48.835361,2.393097"
1175,"48.838811,2.321967"
1176,"48.843671,2.323031"
1177,"48.826573,2.323733"
1178,"48.881652,2.381059"
1179,"48.869536321,2.342293864"
1180,"48.886111,2.371157"
1181,"48.84847,2.331677"
1182,"48.855243,2.370474"
1183,"48.882427,2.320785"
1184,"48.85628,2.32417"
1185,"48.822235,2.314906"
1186,"48.871032,2.37665"
1187,"48.83829,2.371613"
1188,"48.850596,2.327252"
1189,"48.883171,2.319292"
1190,"48.834336,2.389853"
1191,"48.834484,2.389952"
1192,"48.878098596,2.329318113"
1193,"48.839357,2.330441"
1194,"48.888281,2.293605"
1195,"48.856201,2.365078"
1196,"48.827661,2.377095"
1197,"48.851578,2.327752"
1198,"48.879808287,2.332905792"
1199,"48.859907,2.354534"
1200,"48.856603,2.409276"
1201,"48.885147,2.375988"
1202,"48.8455,2.356043"
1203,"48.870335,2.329651"
1204,"48.826771,2.300897"
1205,"48.891854,2.305722"
1206,"48.843256,2.320217"
1207,"48.882917,2.336203"
1208,"48.833702,2.324495"
1209,"48.880769,2.360112"
1210,"48.83054,2.311662"
1211,"48.855457,2.333579"
1212,"48.886134628,2.344024892"
1213,"48.851726,2.301372"
1214,"48.836163,2.289893"
1215,"48.856751,2.280757"
1216,"48.881778712,2.322418351"
1217,"48.890004,2.387224"
1218,"48.825737,2.311412"
1219,"48.892307,2.329734"
1220,"48.879681,2.399459"
1221,"48.873631,2.357964"
1222,"48.83911,2.254619"
1223,"48.845932,2.344936"
1224,"48.838668,2.322019"
1225,"48.846273,2.283073"
1226,"48.822461,2.323944"
1227,"48.866037,2.398234"
1228,"48.83778,2.295207"
1229,"48.832798,2.35113"
1230,"48.834561,2.389933"
1231,"48.868481,2.274761"
1232,"48.829742,2.305286"
1233,"48.820144,2.359039"
1234,"48.834445,2.389649"
1235,"48.867228,2.299003"
1236,"48.894555,2.347456"
1237,"48.888289,2.293674"
1238,"48.871587,2.395638"
1239,"48.834686,2.401021"
1240,"48.901636,2.565435"
1241,"48.845263,2.260522"
1242,"48.895336,2.359408"
1243,"48.8664293,2.3288074"
1244,"48.870441,2.350057"
1245,"48.834476,2.389441"
1246,"48.853985,2.265305"
1247,"48.834553,2.38982"
1248,"48.946718,2.28255"
1249,"48.886163,2.3778"
1250,"48.932763,2.324201"
1251,"48.880789,2.336628"
1252,"48.887588,2.39369"
1253,"48.873256667,2.296273333"
1254,"48.89409,2.384003"
1255,"48.867676,2.301467"
1256,"48.704258,2.322825"
1257,"48.82923,2.302652"
1258,"48.887724,2.344495"
1259,"48.873456,2.29716"
1260,"48.870727781,2.288171634"
1261,"48.859715,2.296575"
1262,"48.868632,2.330674"
1263,"48.83937,2.314648"
1264,"48.834565,2.389838"
1265,"48.834412,2.389648"
1266,"48.821563,2.388101"
1267,"48.855581,2.262292"
1268,"48.834403,2.389825"
1269,"48.831369,2.292702"
1270,"48.908415,2.306625"
1271,"48.824261,2.367719"
1272,"48.836286,2.261028"
1273,"48.834752,2.338074"
1274,"48.834349,2.38939"
1275,"48.834432,2.389748"
1276,"48.885322,2.344503"
1277,"48.836271,2.292408"
1278,"48.863122,2.296441"
1279,"48.871808,2.314067"
1280,"48.834472,2.389678"
1281,"48.834455,2.389729"
1282,"48.87916,2.303562"
1283,"48.872185,2.397845"
1284,"48.842936,2.383547"
1285,"48.85703,2.381051"
1286,"48.818272,2.363483"
1287,"48.834406,2.389691"
1288,"48.834475,2.389761"
1289,"48.882862,2.33175"
1290,"48.86108,2.41286"
1291,"48.884435,2.343364"
1292,"48.843295,2.352707"
1293,"48.844117,2.414498"
1294,"48.827044,2.293051"
1295,"48.830636,2.314006"
1296,"48.87895,2.301527"
1297,"48.875576,2.383052"
1298,"48.833136,2.321239"
1299,"48.834618,2.387919"
1300,"48.856142,2.354441"
1301,"48.872617,2.384529"
1302,"48.874031,2.413121"
1303,"48.830204,2.364474"
1304,"48.879582,2.341851"
1305,"48.878204,2.351253"
1306,"48.847128,2.286147"
1307,"48.843179,2.326655"
1308,"48.82749,2.335571"
1309,"48.88075023,2.326937804"
1310,"48.871995,2.338691"
1311,"48.820095,2.365433"
1312,"48.893404,2.361919"
1313,"48.826866752,2.306885424"
1314,"48.884433,2.387389"
1315,"48.838188,2.399999"
1316,"48.862646,2.359343"
1317,"48.869232,2.400859"
1318,"48.859101,2.370137"
1319,"48.879758,2.287424"
1320,"48.846276,2.349108"
1321,"48.849335306,2.338387755"
1322,"48.865066,2.303395"
1323,"48.837351,2.306086"
1324,"48.836032,2.35328"
1325,"48.831965,2.321854"
1326,"48.839756,2.290511"
1327,"48.827619,2.300339"
1328,"48.833322,2.398693"
1329,"48.827626,2.300283"
1330,"48.821167,2.319523"
1331,"48.897989,2.340693"
1332,"48.826818,2.306936"
1333,"48.841126,2.280792"
1334,"48.884417,2.343859"
1335,"48.865883,2.398261"
1336,"48.833778,2.32755"
1337,"48.850484,2.287025"
1338,"48.857405,2.399557"
1339,"48.83266,2.278765"
1340,"48.853319,2.313018"
1341,"48.83429,2.389347"
1342,"48.8343647,2.3895273"
1343,"48.898708,2.223601"
1344,"48.844094,2.27526"
1345,"48.86912,2.403037"
1346,"48.831177,2.305322"
1347,"48.86229,2.325131"
1348,"48.851713,2.269261"
1349,"48.825458,2.367208"
1350,"48.842596,2.387705"
1351,"48.848484,2.26057"
1352,"48.883776,2.351335"
1353,"48.83851,2.300069"
1354,"48.872262,2.42103"
1355,"48.8343645,2.389553"
1356,"48.832310475,2.39868239"
1357,"48.855116,2.349865"
1358,"48.868954,2.275882"
1359,"48.829192,2.306306"
1360,"48.888685,2.335818"
1361,"48.829225,2.326436"
1362,"48.83029,2.370179"
1363,"48.82907,2.283285"
1364,"48.839299,2.255869"
1365,"48.91581,2.439783"
1366,"48.8343761,2.389554"
1367,"48.8522946,2.3722295"
1368,"48.834535,2.389726"
1369,"48.69616,2.293603"
1370,"48.8461256,2.4110131"
1371,"48.889308,2.36991"
1372,"48.859894,2.291625"
1373,"48.865961,2.38395"
1374,"48.852592,2.407766"
1375,"48.828085167,2.2541425"
1376,"48.874278,2.326591"
1377,"48.865171,2.350748"
1378,"48.81992,2.339941"
1379,"48.961896,2.071342"
1380,"48.842752,2.269129"
1381,"48.89861,2.223855"
1382,"48.8343699,2.3895323"
1383,"48.83443,2.389846"
1384,"48.834401,2.389842"
1385,"48.95686,2.274869"
1386,"48.872227,2.397749"
1387,"48.858088,2.403306"
1388,"48.836730957,2.246014211"
1389,"48.842604,2.269135"
1390,"48.899113,2.223228"
1391,"48.889479,2.398936"
1392,"48.874482,2.393125"
1393,"48.895756,2.38375"
1394,"48.856183,2.482066"
1395,"48.834371,2.389665"
1396,"48.834333,2.389763"
1397,"48.870736,2.383679"
1398,"48.828295,2.316868"
1399,"48.859462,2.404392"
1400,"48.92836,2.407065"
1401,"48.822139,2.363348"
1402,"48.832536,2.287169"
1403,"48.83451,2.389941"
1404,"44.312639,23.855433"
1405,"48.890779,2.382396"
1406,"48.830817,2.39922"
1407,"48.863645,2.351356"
1408,"48.869029,2.390425"
1409,"48.868905,2.383049"
1410,"48.825525,2.322719"
1411,
1412,"48.823781,2.329342"
1413,"48.872792,2.376124"
1414,"48.840841,2.404756"
1415,"48.834518,2.38983"
1416,"48.874259,2.482486"
1417,"48.834517,2.389644"
1418,"48.834412,2.389724"
1419,"48.882841,2.367475"
1420,"48.856516,2.409286"
1421,"48.834558,2.389541"
1422,"48.834406,2.389681"
1423,"48.834317,2.389758"
1424,"48.833289,2.317324"
1425,"48.947061,2.442756"
1426,"48.862551,2.324684"
1427,"48.834574,2.389835"
1428,"48.85978,2.292406"
1429,"48.8535906,2.4016863"
1430,"48.836719,2.246787"
1431,"48.834596,2.389803"
1432,"48.824431,2.323466"
1433,"48.834434,2.389801"
1434,"48.873668,2.337943"
1435,"48.828625,2.369861"
1436,"48.985019,2.347317"
1437,"48.893243,2.380599"
1438,"48.898143,2.333639"
1439,"48.868431,2.274516"
1440,"48.891646,2.299938"
1441,"48.876243,2.11322"
1442,"48.824736,2.336158"
1443,"48.83915,2.31677"
1444,"48.917288,2.39049"
1445,"48.852862,2.262298"
1446,"48.859047,2.278406"
1447,"48.873946,2.405087"
1448,"48.892367,2.381222"
1449,"48.852453,2.28494"
1450,"48.882063,2.351967"
1451,"48.839953,2.3965"
1452,"48.871103,2.345155"
1453,"48.8979,2.333493"
1454,"48.877699,2.284949"
1455,"48.884285,2.345708"
1456,"48.845472,2.289905"
1457,"48.887792,2.327964"
1458,"48.89434,2.364764"
1459,"48.827171,2.374671"
1460,"48.84723,2.326574"
1461,"48.845115,2.305489"
1462,"48.844305,2.308161"
1463,"48.854493,2.319302"
1464,"48.828716,2.357609"
1465,"48.833693,2.299156"
1466,"48.832181092,2.397265897"
1467,"48.849623,2.281329"
1468,"48.837269,2.355114"
1469,"48.868171,2.316502"
1470,"48.843037,2.369799"
1471,"48.833843,2.32747"
1472,"48.898795,2.374526"
1473,"48.875453,2.381598"
1474,"48.870233,2.385836"
1475,"48.851995,2.343312"
1476,"48.875743,2.402644"
1477,"48.871114,2.378964"
1478,"48.859586,2.294548"
1479,"48.871194,2.345074"
1480,"48.872051,2.309002"
1481,"48.839539,2.323335"
1482,"48.878374,2.395566"
1483,"48.838884,2.370051"
1484,"48.846954,2.409981"
1485,"48.836408,2.301613"
1486,"48.851655,2.319067"
1487,"48.878632,2.300925"
1488,"48.850856,2.267133"
1489,"48.865342687,2.282997928"
1490,"48.840457,2.368774"
1491,"48.881987,2.351915"
1492,"48.853325579,2.334166248"
1493,"48.895435,2.359603"
1494,"48.900393,2.320716"
1495,"48.875375,2.359044"
1496,"48.82793427,2.369514483"
1497,"48.838439,2.300078"
1498,"48.876236,2.338604"
1499,"48.853115,2.309994"
1500,"48.855892,2.407369"
1501,"48.839418,2.262443"
1502,"48.883494963,2.293122931"
1503,"48.871255,2.400851"
1504,"48.881943041,2.339290626"
1505,"48.834408,2.389716"
1506,"48.834372,2.389646"
1507,"48.882717,2.395757"
1508,"48.89869,2.223901"
1509,"48.83449,2.389744"
1510,"48.82898,2.300628"
1511,"48.838232,2.399222"
1512,"48.834439,2.389405"
1513,"48.891761,2.303746"
1514,"48.818902,2.329247"
1515,"48.834456,2.389737"
1516,"48.871213167,2.302841"
1517,"48.834303,2.389922"
1518,"48.833411,2.317143"
1519,"48.853578,2.409566"
1520,"48.834433,2.389652"
1521,"48.874275,2.431346"
1522,"48.8364877,2.3718598"
1523,"48.834888,2.389396"
1524,"48.834367,2.389466"
1525,"48.82737,2.374852"
1526,"48.877865,2.368115"
1527,"48.867909,2.408485"
1528,"48.834475,2.38955"
1529,"48.880263,2.281751"
1530,"48.871026833,2.303055333"
1531,"48.880197,2.4515"
1532,"48.844233,2.255787"
1533,"48.865696,2.27582"
1534,"48.898056,2.325368"
1535,"48.83838,2.410848"
1536,"48.86965,2.378473"
1537,"48.873915,2.404937"
1538,"48.858221,2.342518"
1539,"48.841799,2.303345"
1540,"48.8423,2.301223"
1541,"48.834459,2.389722"
1542,"48.879424,2.352087"
1543,"48.913173,2.438755"
1544,"48.872845,2.29531"
1545,"48.839411,2.331703"
1546,"48.89126,2.384864"
1547,"48.856101,2.360213"
1548,"48.900686,2.229925"
1549,"48.848621,2.285395"
1550,"48.889535,2.382569"
1551,"48.833313077,2.317144672"
1552,"48.898359,2.382938"
1553,"48.8732,2.301288"
1554,"48.827126,2.356935"
1555,"48.870604,2.332002"
1556,"48.856785,2.384245"
1557,"48.872009,2.33854"
1558,"48.889598,2.33348"
1559,"48.866334,2.390139"
1560,"48.858993,2.378328"
1561,"48.8531932,2.3430089"
1562,"48.856491,2.279949"
1563,"48.8344718,2.389569"
1564,"48.823957,2.306792"
1565,"48.839214,2.308261"
1566,"48.870032418,2.376074619"
1567,"48.868923,2.405302"
1568,"48.825001,2.323642"
1569,"48.86787,2.395555"
1570,"48.875277,2.317088"
1571,"48.890867,2.340537"
1572,"48.890143,2.339971"
1573,"48.853247,2.293789"
1574,"48.88338,2.325222"
1575,"48.884539,2.33359"
1576,"48.818358,2.363453"
1577,"48.836162,2.260817"
1578,"48.845548,2.311651"
1579,"48.825422,2.314288"
1580,"48.898634,2.378169"
1581,"48.828311,2.316908"
1582,"48.845129,2.260769"
1583,"48.8927,2.369653"
1584,"48.87959,2.293438"
1585,"48.846536736,2.344311897"
1586,"48.858343,2.414655"
1587,"48.838746,2.388682"
1588,"48.866582,2.381371"
1589,"48.827483,2.326098"
1590,"48.865927,2.372356"
1591,"48.858991,2.347232"
1592,"48.838443,2.340774"
1593,"48.860403,2.406842"
1594,"48.834297,2.389505"
1595,"48.842928,2.383302"
1596,"48.845016,2.286309"
1597,"48.886592,2.301472"
1598,"48.882918,2.331649"
1599,"48.834462,2.389549"
1600,"48.851228,2.259502"
1601,"48.849051,2.402794"
1602,"48.879742,2.328536"
1603,"48.846118,2.37517"
1604,"48.899759,2.345503"
1605,"48.861081,2.412829"
1606,"48.834393,2.389745"
1607,"48.822972,2.321869"
1608,"48.844438,2.30977"
1609,"48.865016,2.360168"
1610,"48.821669,2.343313"
1611,
1612,"48.830093,2.389043"
1613,"48.834452,2.389619"
1614,"48.875783,2.400954"
1615,"48.885171,2.36772"
1616,"48.812148,2.359806"
1617,"48.83439,2.389589"
1618,"48.886589,2.345342"
1619,"48.834528,2.38941"
1620,"48.880755,2.360133"
1621,"48.834373,2.389569"
1622,"48.911609,2.361879"
1623,"48.835335,2.252847"
1624,"48.925868,2.230201"
1625,"48.832735,2.403001"
1626,"48.834526,2.389371"
1627,"48.899574,2.352353"
1628,"48.834351,2.389738"
1629,"48.866725,2.31013"
1630,"48.893216,2.316743"
1631,"48.888357,2.297214"
1632,"48.850392,2.391927"
1633,"48.83432,2.389443"
1634,"48.879506,2.384759"
1635,"48.834418,2.3897"
1636,"48.947638,2.438501"
1637,"48.888454,2.297312"
1638,"48.861819,2.323045"
1639,"48.834345,2.389706"
1640,"48.864118,2.290408"
1641,"48.881402,2.354045"
1642,"48.89898,2.223955"
1643,"48.851971,2.39945"
1644,"48.8343302,2.389748"
1645,"48.869535,2.393187"
1646,"48.836452,2.325916"
1647,"48.835307,2.393088"
1648,"48.848657,2.285679"
1649,"48.847496,2.388826"
1650,"48.829971,2.323115"
1651,"48.843733,2.323008"
1652,"48.838966,2.265402"
1653,"48.849975,2.280739"
1654,"48.850459,2.361351"
1655,"48.866835794,2.395665122"
1656,"48.834498,2.389802"
1657,"48.828759,2.296097"
1658,"48.851222,2.369636"
1659,"48.844327,2.294432"
1660,"48.82693,2.293088"
1661,"48.856576,2.409224"
1662,"48.862407,2.335947"
1663,"48.875405,2.38174"
1664,"48.82477,2.313512"
1665,"48.886668,2.345209"
1666,"48.86878,2.405383"
1667,"48.835437,2.323003"
1668,"48.872067,2.35997"
1669,"48.838998307,2.322468681"
1670,"48.867678,2.398747"
1671,"48.844178,2.402114"
1672,"48.855575,2.390183"
1673,"48.873966876,2.324487108"
1674,"48.866482,2.381452"
1675,"48.899088,2.329809"
1676,"48.852411,2.368282"
1677,"48.873081,2.342825"
1678,"48.858016,2.403235"
1679,"48.849347,2.379641"
1680,"48.845212,2.320025"
1681,"48.868138,2.389695"
1682,"48.83376227,2.327546307"
1683,"48.838327,2.371558"
1684,"48.856292,2.303729"
1685,"48.825076,2.314781"
1686,"48.875281,2.296554"
1687,"48.821874,2.372781"
1688,"48.88902,2.343635"
1689,"48.846481,2.415503"
1690,"48.854863,2.305422"
1691,"48.882867,2.331643"
1692,"48.836261,2.345509"
1693,"48.869277954,2.400424491"
1694,"48.848895,2.365297"
1695,"48.876322,2.387665"
1696,"48.865107,2.374958"
1697,"48.867217,2.279779"
1698,"48.84086,2.336749"
1699,"48.848908,2.365199"
1700,"48.869639,2.313413"
1701,"48.825388,2.367127"
1702,"48.834452,2.389542"
1703,"48.895339,2.361712"
1704,"48.948398,2.518832"
1705,"48.862694,2.407046"
1706,"48.954168,2.562663"
1707,"48.834428,2.389496"
1708,"48.829411,2.359567"
1709,"48.852444,2.372256"
1710,"48.834467,2.389128"
1711,"48.903826,2.468796"
1712,"48.834406,2.389714"
1713,"48.899759,2.37222"
1714,"48.833705,2.289694"
1715,"48.889286,2.395122"
1716,"48.869317,2.313145"
1717,"48.8343617,2.3895676"
1718,"48.840484,2.313781"
1719,"48.8479732,2.3251625"
1720,"48.834392,2.389934"
1721,"48.894407,2.443527"
1722,"48.875123,2.338001"
1723,"48.83163,2.278026"
1724,"48.834478,2.389309"
1725,"48.858089,2.403184"
1726,"48.887223,2.299641"
1727,"48.842782,2.285486"
1728,"48.834384,2.389748"
1729,"48.8343679,2.3896106"
1730,"48.873427,2.391219"
1731,"48.831691,2.277983"
1732,"48.704983,2.104178"
1733,"48.834569,2.389708"
1734,"48.849011221,2.413179459"
1735,"48.871456874,2.365012766"
1736,"48.834496,2.38961"
1737,"48.85444,2.398368"
1738,"48.834424,2.3895354"
1739,"48.84122,2.280657"
1740,"48.834414,2.389753"
1741,"48.835993,2.351255"
1742,"48.854729,2.39892"
1743,"48.834202,2.389752"
1744,"48.850063,2.384893"
1745,"48.845829,2.417039"
1746,"48.122936,27.129163"
1747,"48.8343577,2.3897323"
1748,"48.834504,2.38983"
1749,"48.891013,2.373895"
1750,"48.824999,2.303862"
1751,"48.857811,2.331671"
1752,"48.845079,2.422503"
1753,"48.884388,2.486753"
1754,"48.878678,2.410625"
1755,"48.86984,2.313567"
1756,"48.834491,2.389477"
1757,"48.834439,2.389716"
1758,"48.842979,2.383078"
1759,"48.897927,2.351467"
1760,"48.841488,2.282363"
1761,"48.834546,2.389795"
1762,"48.834451,2.389834"
1763,"48.834412,2.389938"
1764,"48.861158,2.342804"
1765,"48.857983,2.27248"
